Unnamed: 0,Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC 1,PC 2,PC 3,class,CoinName,Class
LDOGE,Scrypt,PoW/PoS,15318887081.0146,35000000000.0,0.10203475359409023,0.9537872847489088,-0.5957286984301297,0,LiteDoge,0
SLR,Scrypt,PoW,55565076.3863525,98100000000.0,0.533386573621759,-1.1818833508776232,-0.0134195070127001,3,SolarCoin,3
TRK,X11,PoW/PoS,242574105.22384,0.0,-0.4012635089679369,1.1851419682791022,-0.520013552518336,0,TruckCoin,0
UFO,NeoScrypt,PoW,3824685012.0,4000000000.0,-0.10306516882021191,-1.5792473679872308,0.2579003226386369,3,UFO Coin,3
OC,Scrypt,PoW/PoS,3537150.0,200000000.0,-0.33179123879922745,0.9810436754553801,-0.587910610032032,0,OrangeCoin,0
BLC,Blake,PoW,23356790.1494191,7000000000.0,-0.10094248005214651,-2.1185062257362595,0.3565918812572789,3,BlakeCoin,3
BITS,Scrypt,PoW/PoS,20576532.0,54256119.0,-0.3326161895848457,0.9811569785249189,-0.5879054941502742,0,BitstarCoin,0
NEOS,SHA-256,PoS,4392258.24647793,21000000.0,-0.26933167732515373,0.6201825607919178,-0.04578697708938943,0,NeosCoin,0
HYPER,Scrypt,PoW/PoS,9631199.99309942,0.0,-0.3331345400550418,0.9811993384558583,-0.5878977061812048,0,HyperCoin,0
PINK,X11,PoW/PoS,436353624.490312,500000000.0,-0.3953513477958323,1.1847506278205429,-0.5201169419050562,0,PinkCoin,0
CESC,Scrypt,PoW,780210700.0,1000000000.0,-0.1460831753798053,-1.1062856319962384,-0.006394429719925999,3,Crypto Escudo,3
ADC,Scrypt,PoW/PoS,980732528.97974,10500000000.0,-0.24683627799188723,0.9730135472679305,-0.5890145117298786,0,AudioCoin,0
NKA,SHA-256,PoW/PoS,17939725045.334,190000000.0,-0.0947200053231378,0.8006604882531986,-0.3905582500089532,0,IncaKoin,0
PIGGY,X11,PoW/PoS,494240666.028571,1000000000.0,-0.3910996295638981,1.1843607066284954,-0.5201740857317392,0,Piggy Coin,0
CRW,SHA-256,PoW,22986929.0854247,42000000.0,-0.14414318891100616,-1.2857354401471623,0.19739047835790896,3,Crown Coin,3
GEN,Scrypt,PoW/PoS,60000000.0,15000000.0,-0.3324127615439222,0.9811871329035582,-0.5879159705129211,0,Genstake,0
SMLY,Scrypt,PoW,29583989322.9213,50000000000.0,0.5532164122865327,-1.1447394883310718,-0.01986618226389012,3,SmileyCoin,3
MI,Scrypt,PoW/PoS,404316475.545465,400000000.0,-0.32547643334207405,0.9808837630529766,-0.5880619769341703,0,XiaoMiCoin,0
GRS,Groestl,PoW,73298203.8873662,105000000.0,-0.19979266886363667,-1.2223326949848763,0.07758778848758004,3,Groestlcoin,3
CPC,X11,PoW/PoS,201364327.427503,208000000.0,-0.40029256922053513,1.1849804429628215,-0.520015105246837,0,CapriCoin,0
CLUB,Scrypt,PoW/PoS,103621876.167052,160000000.0,-0.3308518762424343,0.9810737754958642,-0.5879416743152084,0, ClubCoin,0
RADS,PoS,PoS,3821245.74150193,9000000.0,-0.3524849902534496,1.6240872354824223,-0.11589386648813099,0,Radium,0
BTA,Scrypt,PoW,5052555.91981545,5000000.0,-0.16260804940387136,-1.1055027961446195,-0.00605612156362411,3,Bata,3
PAK,Scrypt,PoW,69684455.4387001,182000000.0,-0.16056360472242323,-1.1056412892453606,-0.006091371720209726,3,Pakcoin,3
CRB,X11,Proof of Trust,16901016.6609755,16504333.0,-0.4165403702355029,0.7843267314751213,-0.21443617759142283,0,Creditbit ,0
OK,SHA-256,PoW/PoS,74676064.9488608,105000000.0,-0.31361200640971393,0.8009132553694668,-0.3844722308516278,0,OKCash,0
LSK,DPoS,DPoS,120012140.0,159918400.0,3.7166610733171987,2.9476377269797354,-0.10268695733746425,0,Lisk,0
XHI,Scrypt,PoS,10000244677.7002,10008835635.0,-0.09437586787653927,0.7925049502018696,-0.2533921138610902,0,HiCoin,0
XWC,Scrypt,PoW/PoS,252005564.19257,300000000.0,-0.32804637144639887,0.9809632171177616,-0.5880026551597921,0,WhiteCoin,0
FSC,NeoScrypt,PoW/PoS,1120385.00502,60168145.0,-0.3482602742116285,0.5105585387518718,-0.32234383281606677,0,FriendshipCoin,0
J,Multiple,PoW,3332922.5,2800000.0,-0.12636805361211975,-1.8040273549401469,0.3506052511055977,3,JoinCoin,3
TRI,X13,PoW/PoS,140777.753365,120000.0,-0.28764778823744785,1.7218636977937043,-0.6443843594534442,0,Triangles Coin,0
VOLLAR,Equihash+Scrypt,PoW,100000000.0,2100000000.0,-0.12652654467587948,-2.1982599755523284,0.4936933179986893,3,Vollar,3
EOS,DPoS,DPoS,1020544523.0722,0.0,3.7265308658202003,2.947752839564359,-0.10298144139037474,0,EOS,0
RCC,Ethash,PoW,24487944.0958204,24487944.0,-0.15365251165194757,-1.9741328352432967,0.397393603584935,3,Reality Clash,3
OXY,DPoS,DPoS,1122382283.37,0.0,3.7277752009957457,2.947751775966687,-0.1030160977917946,0,Oxycoin,0
TCH,SHA-256,PoS,1000000000.0,1000000000.0,-0.2502265949237029,0.6194098806875772,-0.04619910821625606,0,TigerCash,0
WAVES,Leased POS,LPoS,100000000.0,100000000.0,-0.4154993538729929,3.2719074260750296,14.67484166883206,1,Waves,1
PART,PoS,PoS,9283137.5558676,8634140.0,-0.35242084600670714,1.6240874633089606,-0.11589569782543449,0,Particl,0
BTT,TRC10,DPoS,989988713439.649,990000000000.0,34.062974611190036,1.220562445334492,-0.9536420895845947,2,BitTorrent,2
NXT,PoS,PoS/LPoS,1000000000.0,1000000000.0,-0.336309089795026,2.0476789037628027,-0.2982604358122936,0,Nxt,0
ZEPH,SHA-256,DPoS,1999999995.3056,2000000000.0,2.4705156853821135,1.3184460300796152,-0.08019055733010823,0,ZEPHYR,0
GAP,Scrypt,PoW/PoS,14931046.1546605,250000000.0,-0.33129757825876516,0.9810046247953246,-0.5879182319172166,0,Gapcoin,0
BDX,CryptoNight,PoW,980222595.0,1400222610.0,0.3208716314908803,-2.2997489658285875,0.4325160591168725,3,Beldex,3
ZEN,Equihash,PoW,7296537.5,21000000.0,-0.16432871386759268,-2.0454066253637304,0.40973303297541425,3,Horizen,3
XBC,Scrypt,PoS,128326.99633965,1000000.0,-0.2875089915544269,0.8004018252548211,-0.24923950230400752,0,BitcoinPlus,0
